utc_iso,epoch,status,response
2025-11-11T18:50:00.613904+00:00,1762887000.1540947,403,error code: 1010
2025-11-11T18:51:00.698712+00:00,1762887060.634148,403,error code: 1010
2025-11-11T18:52:03.128930+00:00,1762887122.9999537,403,error code: 1010
